PointID,PointIDtied,BirdID,Use,Sex,Age,Latitude,Longitude,Date,Year,PerchType,DetailPerchType,PerchH,Crops11,Water11,WaterType11,WaterDavg11,Wire100,WireAvg100,Ditches100,DitchWavg100,DitchDavg100,GrassWavg100,GrassHavg100,Wire250,WireAvg250,WoodyPerches250,WoodyAvg250,NonnatPerches250,NonnatAvg250,TotalPerches250,Ditches250,DitchWavg250,DitchDavg250,GrassWavg250,GrassHavg250,Corn500,Cotton500,Rice500,Soy500,Fallow500,Develop500,Forest500
Bagheera Ran 3,Bagheera3,Bagheera,0,F,SY,35.47546,-90.77003,2/13/2018,2,natural,oak tree,8,1,0,none,0,50,10,4,4.125,1.4,2.833333333,0.07,300,10,101,11,27,1,128,4,4.125,1.4,2.833333333,0.07,0,0,22.19679634,66.24713959,1.029748284,10.52631579,0
Bagheera Obs 4,Bagheera4,Bagheera,1,F,SY,35.47364,-90.76894,2/19/2018,2,wire,utility wire,3,1,1,ditch,0.1,100,10,2,5,2.5,2.25,0.055,400,10,101,12,15,1,116,4,4.125,1.4,2.833333333,0.07,0,0,22.35023041,66.24423963,1.036866359,10.36866359,0
Bagheera Ran 4,Bagheera4,Bagheera,0,F,SY,35.47364,-90.76894,2/19/2018,2,anthropogenic,house,8,0,0,none,0,100,10,2,5,2.5,2.25,0.055,400,10,101,12,15,1,116,4,4.125,1.4,2.833333333,0.07,0,0,22.19679634,66.24713959,1.029748284,10.52631579,0
Farmall Obs 1,Farmall1,Farmall,1,F,SY,35.87664,-90.40825,2/9/2018,2,natural,tree,4,0,0,none,0,300,10,5,2.8,0.72,1,0.075,750,10,23,12,15,1,38,5,2.8,0.72,1,0.075,9.079118029,59.7924773,3.372243839,19.32555123,0.778210117,7.652399481,0
Farmall Ran 1,Farmall1,Farmall,0,F,SY,35.87725,-90.40862,2/9/2018,2,wire,utility wire,7,1,1,ditch,0.2,300,10,5,2.8,0.72,1,0.075,750,10,23,12,15,1,38,5,2.8,0.72,1,0.075,20.41820418,52.0295203,0,21.89421894,0.12300123,5.289052891,0.24600246
Farmall Obs 2,Farmall2,Farmall,1,F,SY,35.87722,-90.40792,2/19/2018,2,wire,utility wire,3.25,0,0,none,0,300,10,5,2.8,0.72,1,0.075,750,10,23,12,15,1,38,5,2.8,0.72,1,0.075,9.079118029,59.7924773,3.372243839,19.32555123,0.778210117,7.652399481,0
Farmall Ran 2,Farmall2,Farmall,0,F,SY,35.87733,-90.41008,2/19/2018,2,stubble,cotton stubble,0.18,1,1,ditch,0.1,0,0,1,3,1,0,0,400,10,23,12,15,1,38,5,2.8,0.72,1,0.075,20.41820418,52.0295203,0,21.89421894,0.12300123,5.289052891,0.24600246
Ice Princess Obs 1,Iprincess1,Iprincess,1,F,ASY,35.83929,-91.00008,1/18/2019,2,wire,utility wire,9,1,0,none,0,240,6,2,1.4,0.4,13.225,0.2125,540,6,2,10,4,2,6,3,1.1,0.3,9.475,0.15,0,0,57.14285714,31.33640553,5.184331797,6.33640553,0
Ice Princess Ran 1,Iprincess1,Iprincess,0,F,ASY,35.83996,-91.002805,1/18/2019,2,natural,shrub,1.75,1,0,none,0,0,0,0,0,0,0,0,40,5,42,5.6,2,1.7,44,0,0,0,0,0,0,0,22.04362801,28.70264064,43.62801378,5.051664753,0.574052813
Irma Obs 1,Irma1,Irma,1,F,ASY,35.63484,-90.72224,1/30/2018,2,wire,utility wire,6,1,1,ditch,0.3,325,8.5,4,4,1.125,4.25,0.27,775,8.5,52,2.5,4,2,56,4,20.725,1.05,4.075,0.245,0,0,30.59096176,56.54692932,1.042873696,10.66048667,1.158748552
Irma Ran 1,Irma1,Irma,0,F,ASY,35.63596,-90.7205,1/30/2018,2,stubble,rice stubble,0.5,1,0,none,0,185,8.5,2,4.5,1.25,3.3,0.19,640,8.5,12,1.5,3,2,15,5,5.54,1.16,4.9,0.24,0.229885057,0,47.47126437,41.14942529,0.344827586,10.8045977,0
Irma Obs 2,Irma2,Irma,1,F,ASY,35.63572,-90.73024,2/9/2018,2,wire,utility wire,9,1,1,ditch,0.23,300,8.5,4,1.75,0.4625,4.75,0.28,630,8.5,101,12,101,1.6,202,5,5.34,0.87,5.9,0.39,0,0,30.59096176,56.54692932,1.042873696,10.66048667,1.158748552
Irma Ran 2,Irma2,Irma,0,F,ASY,35.63528,-90.72767,2/9/2018,2,anthropogenic,building,2.06,1,1,ditch,0.16,300,8.5,2,1.25,0.225,1.65,0.1,600,8.5,90,12,40,0.8,130,2,1.5,0.3,1.85,0.13,0.229885057,0,47.47126437,41.14942529,0.344827586,10.8045977,0
Irma Obs 3,Irma3,Irma,1,F,ASY,35.63547,-90.73095,3/4/2018,2,wire,utility wire,11,0,1,ditch,0.34,330,8.5,4,1.75,0.4625,4.75,0.28,630,8.5,101,12,101,1.6,202,5,5.34,0.87,5.9,0.39,0.729040097,0,39.24665857,26.00243013,16.03888214,7.654921021,10.32806804
Irma Ran 3,Irma3,Irma,0,F,ASY,35.635838,-90.728514,3/4/2018,2,anthropogenic,post,0.5,1,1,flooded field,0.1,200,8.5,2,1.65,0.3,2.4,0.26,580,8.5,101,12,36,0.8,137,2,1.65,0.225,1.65,0.135,0.722021661,0,38.62815884,16.96750903,16.36582431,6.498194946,20.81829122
Jeebus Obs 1,Jeebus1,Jeebus,1,F,ASY,35.90015,-90.83676,12/16/2017,2,wire,utility wire,7.5,1,0,none,0,200,10,3,1.333333333,0.333333333,2,0.1,500,10,101,10,5,1.5,106,3,1.333333333,0.333333333,2,0.1,0,0,50.68965517,42.87356322,2.643678161,3.793103448,0
Jeebus Ran 1,Jeebus1,Jeebus,0,F,ASY,35.90097,-90.8364,12/16/2017,2,wire,utility wire,9.5,1,0,none,0,350,10,2,1,0.4,2.5,0.1,650,10,101,10,19,3,120,2,1,0.4,2,0.1,0,0,50.11441648,40.61784897,4.691075515,3.890160183,0.686498856
Jeebus Obs 2,Jeebus2,Jeebus,1,F,ASY,35.90169,-90.83673,1/4/2018,2,wire,utility wire,8,1,0,none,0,350,10,2,1,0.4,2.5,0.1,650,10,101,10,19,3,120,2,1,0.4,2.5,0.1,0,0,50.68965517,42.87356322,2.643678161,3.793103448,0
Jeebus Ran 2,Jeebus2,Jeebus,0,F,ASY,35.90134,-90.83868,1/4/2018,2,stubble,crop stubble,0.1,1,0,none,0,0,0,0,0,0,0,0,200,10,1,2,9,1.5,10,2,1,0.4,2.5,0.1,0,0,50.11441648,40.61784897,4.691075515,3.890160183,0.686498856
Jeebus Obs 3,Jeebus3,Jeebus,1,F,ASY,35.8996,-90.83556,1/9/2018,2,natural,tree,5,1,1,ditch,0.06,0,0,1,1,0.5,0,0,400,10,101,10,10,3,111,2,1,0.4,2,0.1,0,0,50.68965517,42.87356322,2.643678161,3.793103448,0
Jeebus Ran 3,Jeebus3,Jeebus,0,F,ASY,35.89841,-90.83443,1/9/2018,2,natural,tree,0.66,1,1,ditch,0.06,0,0,0,0,0,0,0,150,10,2,2,1,1.5,3,3,1,0.433333333,2.5,0.1,0,0,50.11441648,40.61784897,4.691075515,3.890160183,0.686498856
Jeebus Obs 4,Jeebus4,Jeebus,1,F,ASY,35.90163,-90.83562,1/28/2018,2,natural,tree,5,1,1,ditch,0.2,150,10,0,0,0,0,0,650,10,101,10,19,3,120,2,1,0.4,2,0.1,0,0,50.68965517,42.87356322,2.643678161,3.793103448,0
Jeebus Ran 4,Jeebus4,Jeebus,0,F,ASY,35.90108,-90.83543,1/28/2018,2,wire,utility wire,6.5,0,1,ditch,0.4,150,10,0,0,0,0,0,650,10,101,10,19,3,120,2,1,0.4,2,0.1,0,0,50.11441648,40.61784897,4.691075515,3.890160183,0.686498856
Jeebus Obs 5,Jeebus5,Jeebus,1,F,ASY,35.89842,-90.83691,1/29/2018,2,wire,utility wire,7,1,0,none,0,200,10,3,2.333333333,0.6,3,0.075,500,10,101,8,1,1.5,102,3,2.333333333,0.6,3,0.075,0,0,50.68965517,42.87356322,2.643678161,3.793103448,0
Jeebus Ran 5,Jeebus5,Jeebus,0,F,ASY,35.89873,-90.83675,1/29/2018,2,stubble,rice stubble,0.1,1,1,ditch,0.35,200,10,3,2.333333333,0.6,3,0.075,500,10,101,8,1,1.5,102,3,2.333333333,0.6,3,0.075,0,0,50.11441648,40.61784897,4.691075515,3.890160183,0.686498856
LeeVi Obs 1,LeeVi1,LeeVi,1,F,ASY,35.80204,-90.30759,10/31/2017,2,wire,utility wire,12,1,0,none,0,200,8.25,1,2.7,0.4,2.4,0.3,530,8.25,73,2.8,18,2.7,91,3,2.6,0.4,3.333333333,0.216666667,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 1,LeeVi1,LeeVi,0,F,ASY,35.80315,-90.30561,10/31/2017,2,wire,utility wire,10,1,0,none,0,380,8,4,2.15,0.35,2.7,0.2,960,8,23,4.2,24,2.5,47,4,2.15,0.35,2.7,0.2,0.345224396,14.95972382,0.230149597,80.55235903,0,3.912543153,0
LeeVi Obs 10,LeeVi10,LeeVi,1,F,ASY,35.80421,-90.30541,3/9/2018,2,wire,utility wire,8,1,0,none,0,200,7.75,2,2.55,0.4,3.8,0.175,520,7.75,49,5.8,22,2.5,71,4,2.15,0.35,2.7,0.2,0,35.46910755,0,59.72540046,0.114416476,4.691075515,0
LeeVi Ran 10,LeeVi10,LeeVi,0,F,ASY,35.804438,-90.300894,3/9/2018,2,natural,hackberry tree,10,0,0,none,0,0,0,0,0,0,0,0,0,0,101,4.5,0,0,101,0,0,0,0,0,0.345224396,14.95972382,0.230149597,80.55235903,0,3.912543153,0
LeeVi Obs 2,LeeVi2,LeeVi,1,F,ASY,35.80204,-90.30856,11/20/2017,2,wire,utility wire,8,1,0,none,0,200,8.25,1,2.7,0.4,2.4,0.3,550,8.25,101,2.5,7,3.5,108,1,2.7,0.4,2.4,0.3,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 2,LeeVi2,LeeVi,0,F,ASY,35.80284,-90.30689,11/20/2017,2,stubble,cotton stubble,0.4,1,0,none,0,0,0,0,0,0,0,0,740,8.25,26,4.2,20,2.7,46,3,2.6,0.4,3.333333333,0.216666667,0.687285223,26.23138603,0,69.18671249,0.114547537,3.780068729,0
LeeVi Obs 3,LeeVi3,LeeVi,1,F,ASY,35.802209,-90.309896,12/1/2017,2,wire,utility wire,9,1,0,none,0,380,8.25,1,0.8,0.1,5,0.3,840,8.25,101,2.7,4,0.8,105,1,0.8,0.1,5,0.3,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 3,LeeVi3,LeeVi,0,F,ASY,35.802026,-90.310344,12/1/2017,2,wire,utility wire,9.5,0,0,none,0,280,8.25,0,0,0,0,0,780,8.25,101,2.7,5,0.8,106,1,0.8,0.1,5,0.3,0.687285223,26.23138603,0,69.18671249,0.114547537,3.780068729,0
LeeVi Obs 4,LeeVi4,LeeVi,1,F,ASY,35.80198,-90.30628,12/6/2017,2,wire,utility wire,12,1,0,none,0,220,8.25,1,2.7,0.4,2.4,0.3,900,8.25,32,7.5,19,3,51,4,2.15,0.35,2.7,0.2,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 4,LeeVi4,LeeVi,0,F,ASY,35.80205,-90.30919,12/6/2017,2,natural,tree,14,1,0,none,0,390,8.25,1,0.8,0.1,5,0.3,850,8.25,101,2.5,4,0.8,105,1,0.8,0.1,5,0.3,0.687285223,26.23138603,0,69.18671249,0.114547537,3.780068729,0
LeeVi Obs 5,LeeVi5,LeeVi,1,F,ASY,35.80198,-90.30628,12/15/2017,2,wire,utility wire,8,1,0,none,0,220,8.25,1,2.7,0.4,2.4,0.3,900,8.25,32,7.5,19,3,51,4,2.15,0.35,2.7,0.2,0,35.46910755,0,59.72540046,0.114416476,4.691075515,0
LeeVi Ran 5,LeeVi5,LeeVi,0,F,ASY,35.80283,-90.30594,12/15/2017,2,stubble,cotton stubble,0.4,1,0,none,0,180,8.25,4,2.15,0.35,2.7,0.2,900,9,6,4.2,24,2.5,30,4,2.15,0.35,2.7,0.2,0.345224396,14.95972382,0.230149597,80.55235903,0,3.912543153,0
LeeVi Obs 6,LeeVi6,LeeVi,1,F,ASY,35.79377,-90.3056,1/9/2018,2,wire,utility wire,9,1,1,ditch,0.15,220,9.75,2,2.1,0.4,3,0.225,520,9.75,101,8.5,8,3,109,2,2.1,0.4,3,0.225,0,50.99750623,0,41.39650873,3.117206983,4.488778055,0
LeeVi Ran 6,LeeVi6,LeeVi,0,F,ASY,35.794117,-90.30789,1/9/2018,2,stubble,cotton stubble,0.3,1,0,none,0,0,0,0,0,0,0,0,240,9.75,15,10,4,2.2,19,2,2.1,0.4,3,0.225,0,61.2590799,0,34.62469734,0.847457627,3.268765133,0
LeeVi Obs 7,LeeVi7,LeeVi,1,F,ASY,35.80202,-90.30943,1/25/2018,2,natural,tree,5,1,1,flooded field,0.1,390,8.75,1,0.8,0.1,5,0.3,850,8.25,101,2.5,4,0.8,105,1,0.8,0.1,5,0.3,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 7,LeeVi7,LeeVi,0,F,ASY,35.801578,-90.310777,1/25/2018,2,anthropogenic,farm equipment,2,0,0,none,0,240,8.25,0,0,0,0,0,700,8.25,101,2.7,5,0.8,106,1,0.8,0.1,5,0.3,0.687285223,26.23138603,0,69.18671249,0.114547537,3.780068729,0
LeeVi Obs 8,LeeVi8,LeeVi,1,F,ASY,35.80191,-90.30157,2/9/2018,2,wire,utility wire,8.5,1,0,none,0,220,8.25,2,1.5,0.4,1.85,0.325,520,8.25,101,8,11,4,112,2,1.5,0.4,1.85,0.325,0,35.46910755,0,59.72540046,0.114416476,4.691075515,0
LeeVi Ran 8,LeeVi8,LeeVi,0,F,ASY,35.80033,-90.30113,2/9/2018,2,stubble,cotton stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,400,8.25,70,4,9,3.2,79,2,1.5,0.4,1.85,0.325,0.345224396,14.95972382,0.230149597,80.55235903,0,3.912543153,0
LeeVi Obs 9,LeeVi9,LeeVi,1,F,ASY,35.80207,-90.30925,2/20/2018,2,natural,tree,6,1,0,none,0,390,8.25,1,0.8,0.1,5,0.3,850,8.25,101,2.5,3,0.8,104,1,0.8,0.1,5,0.3,0,27.45995423,0,68.64988558,0.114416476,3.775743707,0
LeeVi Ran 9,LeeVi9,LeeVi,0,F,ASY,35.80153,-90.31001,2/20/2018,2,wire,utility wire,9.75,1,0,none,0,80,8.25,0,0,0,0,0,600,8.25,101,2.7,4,0.8,105,1,0.8,0.1,5,0.3,0.687285223,26.23138603,0,69.18671249,0.114547537,3.780068729,0
Maddy Obs 1,Maddy1,Maddy,1,F,ASY,35.69566,-90.83984,10/31/2017,2,wire,utility wire,8,1,1,ditch,0.2,200,8,2,3.5,1.2,5.25,0.375,720,7.75,52,3.8,3,0.6,55,4,5.025,1.35,7.175,0.3875,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 1,Maddy1,Maddy,0,F,ASY,35.69582,-90.83963,10/31/2017,2,natural,herbaceous,0.5,1,0,none,0,275,7.75,3,5.2,1.4,6.433333333,0.416666667,780,7.75,3.8,5,0.6,0.8,4.4,2.5,1.35,5.866666667,7.175,0.3875,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 10,Maddy10,Maddy,1,F,ASY,35.69571,-90.84359,1/30/2018,2,wire,utility wire,6,1,1,ditch,0.05,215,8,3,3.566666667,0.933333333,5.433333333,0.223333333,550,8,32,3.5,12,1.5,44,3,3.533333333,0.916666667,5.433333333,0.2,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 10,Maddy10,Maddy,0,F,ASY,35.69373,-90.84259,1/30/2018,2,stubble,rice stubble,0.2,1,0,none,0,0,0,0,0,0,0,0,270,8,27,3.8,2,1.2,29,3,5.033333333,0.983333333,6.633333333,0.433333333,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 11,Maddy11,Maddy,1,F,ASY,35.69555,-90.84098,2/20/2018,2,wire,utility wire,10,1,1,ditch,0.3,200,8,2,4.2,0.925,4.3,0.25,650,8,50,3.8,2,1.2,52,4,5.375,1.2125,6.7,0.325,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 11,Maddy11,Maddy,0,F,ASY,35.69627,-90.8404,2/20/2018,2,stubble,crop stubble,0.1,1,0,none,0,0,0,0,0,0,0,0,660,7.75,50,3.8,3,0.6,53,4,5.025,1.35,7.175,0.3875,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 2,Maddy2,Maddy,1,F,ASY,35.69556,-90.84102,1/14/2017,2,wire,utility wire,7.5,1,1,ditch,0.1,200,8,2,4.2,0.925,4.3,0.25,650,8,50,3.8,2,1.2,52,4,5.375,1.2125,6.7,0.325,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 2,Maddy2,Maddy,0,F,ASY,35.69471,-90.83957,1/14/2017,2,stubble,crop stubble,0.25,1,0,none,0,80,7.75,3,5.066666667,1.4,6.366666667,0.416666667,600,7.75,42,3.8,3,0.6,45,3,5.066666667,1.4,6.366666667,0.416666667,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 3,Maddy3,Maddy,1,F,ASY,35.691107,-90.838843,11/21/2017,2,wire,utility wire,9,1,0,none,0,0,0,1,8.7,1.8,8.8,0.7,0,0,6,1.8,2,0.8,8,2,7.7,1.45,10.05,0.75,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 3,Maddy3,Maddy,0,F,ASY,35.690949,-90.839088,11/21/2017,2,natural,shrub,0.85,1,1,ditch,0.1,0,0,1,8.7,1.8,8.8,0.7,0,0,6,1.8,2,0.8,8,2,7.7,1.45,10.05,0.75,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 4,Maddy4,Maddy,1,F,ASY,35.69551,-90.83894,11/28/2017,2,wire,utility wire,12,1,1,ditch,0.5,290,7.75,3,4.766666667,1.533333333,5.833333333,0.35,730,7.75,45,3.8,3,0.8,48,3,4.766666667,1.533333333,5.833333333,0.35,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 4,Maddy4,Maddy,0,F,ASY,35.695609,-90.841838,11/28/2017,2,wire,utility wire,12,1,0,none,0,215,8,3,4.466666667,1.05,6.2,0.266666667,515,8,52,3.8,2,1.2,54,3,4.3,1.016666667,6,0.266666667,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 5,Maddy5,Maddy,1,F,ASY,35.69547,-90.83808,12/9/2017,2,wire,utility wire,7.75,0,1,ditch,0.2,300,7.75,3,4.666666667,1.533333333,5.766666667,0.35,750,7.75,26,2.2,1,0.6,27,3,4.666666667,1.533333333,5.766666667,0.35,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 5,Maddy5,Maddy,0,F,ASY,35.6941,-90.83839,12/9/2017,2,stubble,rice stubble,0.28,1,0,none,0,0,0,1,8.6,1.8,8.8,0.5,500,8,10,0.8,1,0.6,11,3,4.8,1.533333333,5.833333333,0.35,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 6,Maddy6,Maddy,1,F,ASY,35.695632,-90.839756,12/13/2017,2,natural,tree,6,1,1,ditch,0.1,200,8,2,3.5,1.2,5.25,0.375,720,7.75,52,3.8,3,0.6,55,4,5.025,1.35,7.175,0.3875,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 6,Maddy6,Maddy,0,F,ASY,35.697072,-90.842075,12/13/2017,2,natural,tree,8,1,1,ditch,0.75,0,0,3,4.466666667,1.05,6.2,0.266666667,380,8,45,3.8,2,1.2,47,3,4.3,1.016666667,6,0.266666667,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 7,Maddy7,Maddy,1,F,ASY,35.69502,-90.84055,12/26/2017,2,natural,tree,4.5,1,1,ditch,0.25,160,8,2,3.5,1.2,5.25,0.375,615,7.75,52,3.8,3,0.6,55,4,5.025,1.35,7.175,0.3875,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 7,Maddy7,Maddy,0,F,ASY,35.69315,-90.84054,12/26/2017,2,stubble,rice stubble,0.2,1,0,none,0,0,0,1,8.7,1.8,8.8,0.7,0,0,3,1,1,0.8,4,1,8.7,1.8,8.8,0.7,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 8,Maddy8,Maddy,1,F,ASY,35.69564,-90.84278,1/9/2018,2,wire,utility wire,12,1,1,ditch,0.25,215,8,2,4.033333333,1.016666667,7.633333333,0.333333333,515,8,47,3.8,2,1.2,49,3,3.933333333,0.983333333,6.666666667,0.3,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 8,Maddy8,Maddy,0,F,ASY,35.69562,-90.8398,1/9/2018,2,natural,shrub,6,1,1,ditch,0.25,200,8,2,3.5,1.2,5.25,0.375,720,7.75,52,3.8,3,0.6,55,4,5.025,1.35,7.175,0.3875,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Maddy Obs 9,Maddy9,Maddy,1,F,ASY,35.6964,-90.83868,1/24/2018,2,wire,utility wire,7.5,1,1,ditch,0.2,200,7.5,1,8,1.7,8.4,0.4,790,7.75,55,4.2,1,0.6,56,3,4.666666667,1.533333333,5.766666667,0.35,0.574052813,0,43.74282434,35.70608496,13.2032147,6.773823192,0
Maddy Ran 9,Maddy9,Maddy,0,F,ASY,35.69501,-90.84052,1/24/2018,2,natural,herbaceous,0.73,1,1,ditch,0.03,160,8,2,3.5,1.2,5.25,0.375,615,7.75,52,3.8,3,0.6,55,4,5.025,1.35,7.175,0.3875,0,0,49.71363116,46.04810997,0.114547537,4.12371134,0
Michelle Obs 1,Michelle1,Michelle,1,F,ASY,35.56947,-90.90223,11/2/2017,2,wire,utility wire,11,1,1,ditch,0.2,200,9,2,3.55,1.05,3.9,0.6,570,9,0,0,16,4,16,2,3.55,1.05,3.9,0.6,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 1,Michelle1,Michelle,0,F,ASY,35.57129,-90.90264,11/2/2017,2,stubble,rice stubble,0.3,1,0,none,0,180,9,2,3.55,1.05,3.9,0.6,490,9,0,0,2,2.5,2,2,3.55,1.05,3.9,0.6,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 10,Michelle10,Michelle,1,F,ASY,35.56758,-90.90263,1/23/2018,2,anthropogenic,farm equipment,3.2,1,0,none,0,175,9,2,3.55,1.05,3.9,0.6,500,8.5,65,12,46,3,111,3,4.666666667,1.1,8.033333333,0.466666667,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 10,Michelle10,Michelle,0,F,ASY,35.566304,-90.904605,1/23/2018,2,stubble,soy stubble,0.2,1,0,none,0,0,0,1,6.9,1.2,16.3,0.2,680,8.5,101,10,8,1.5,109,2,5.8,0.8,10.75,0.225,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 11,Michelle11,Michelle,1,F,ASY,35.56799,-90.90226,1/29/2018,2,wire,utility wire,12,0,1,ditch,0.5,220,9,2,3.55,1.05,3.9,0.6,520,9,46,12,45,3,91,2,3.55,1.05,3.9,0.6,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 11,Michelle11,Michelle,0,F,ASY,35.56737,-90.90199,1/29/2018,2,anthropogenic,farm equipment,2,0,0,ditch,0,200,9,2,3.55,1.05,3.9,0.6,520,9,95,12,49,3,144,4,4.675,0.925,0,0,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 12,Michelle12,Michelle,1,F,ASY,35.56864,-90.90232,2/9/2018,2,wire,utility wire,7.75,1,1,ditch,0.16,200,9,2,3.55,1.05,3.9,0.6,590,9,5,6.7,41,3,46,2,3.55,1.05,3.9,0.6,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 12,Michelle12,Michelle,0,F,ASY,35.5689,-90.90205,2/9/2018,2,natural,herbaceous,0.76,1,1,ditch,0.45,180,9,2,3.55,1.05,3.9,0.6,470,9,5,6.7,41,3,46,2,3.55,1.05,3.9,0.6,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 13,Michelle13,Michelle,1,F,ASY,35.56516,-90.90265,2/12/2018,2,wire,utility wire,6,1,1,ditch,0.25,320,8.5,4,4.05,0.775,7.8,0.325,980,8.5,101,14,10,1.3,111,4,4.05,0.775,7.8,0.325,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 13,Michelle13,Michelle,0,F,ASY,35.56588,-90.90175,2/12/2018,2,natural,tree,16,0,0,none,0,290,8.5,4,4.05,0.775,7.8,0.325,720,8.5,101,14,50,3,151,4,4.05,0.775,7.8,0.325,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 2,Michelle2,Michelle,1,F,ASY,35.56709,-90.90205,11/19/2017,2,anthropogenic,farm equipment,2,0,0,none,0,260,8.5,2,2.5,0.75,4.85,0.625,920,8.5,101,12,50,3,151,4,4.15,0.775,7.8,0.425,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 2,Michelle2,Michelle,0,F,ASY,35.56688,-90.90231,11/19/2017,2,wire,utility wire,8,1,1,ditch,0.4,270,8.5,2,2.3,0.75,4.85,0.425,920,8.5,101,12,50,3,151,4,4.05,0.775,7.8,0.325,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 3,Michelle3,Michelle,1,F,ASY,35.569119,-90.902295,11/21/2017,2,wire,utility wire,9,1,1,ditch,0.15,200,9,2,3.55,1.05,3.9,0.6,590,9,5,6.7,41,3,46,2,3.55,1.05,3.9,0.6,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 3,Michelle3,Michelle,0,F,ASY,35.567863,-90.903063,11/21/2017,2,anthropogenic,farm equipment,4,1,0,none,0,0,0,0,0,0,0,0,520,9,34,12,43,3,77,2,3.55,1.05,3.9,0.6,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 4,Michelle4,Michelle,1,F,ASY,35.56681,-90.9022,11/28/2017,2,anthropogenic,farm equipment,3,1,1,ditch,1,200,8.5,2,2.3,0.75,4.85,0.425,1000,8.5,101,12,50,3,151,4,4.05,0.775,7.8,0.325,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 4,Michelle4,Michelle,0,F,ASY,35.567684,-90.901716,11/28/2017,2,anthropogenic,building,20,1,0,none,0,200,9,2,3.55,1.05,3.9,0.6,520,9,95,12,49,3,144,4,4.675,0.925,7.325,0.4125,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
Michelle Obs 5,Michelle5,Michelle,1,F,ASY,35.56958,-90.90224,12/5/2017,2,wire,utility wire,8,1,1,ditch,0.25,200,9,2,3.55,1.05,3.9,0.6,570,9,0,0,16,4,16,2,3.55,1.05,3.9,0.6,0,0,43.069874,45.36082474,0.458190149,10.7674685,0.343642612
Michelle Ran 5,Michelle5,Michelle,0,F,ASY,35.571315,-90.902229,12/5/2017,2,wire,utility wire,8,1,1,ditch,0.225,210,9,2,3.55,1.05,3.9,0.6,510,9,0,0,2,2.5,2,2,3.55,1.05,3.9,0.6,0,0,53.81984036,42.18928164,0.114025086,3.876852908,0
